PGN	Parameter Group Label	SPN	Name	Data Range
61454	Aftertreatment 1 Intake Gas 1	3221	Aftertreatment 1 Intake Wide-Range % O2 Reading Stable	0 to 3
61454	Aftertreatment 1 Intake Gas 1	3222	Aftertreatment 1 Intake Gas Sensor Heater Preliminary FMI	0 to 31
61454	Aftertreatment 1 Intake Gas 1	3223	Aftertreatment 1 Intake Gas Sensor Heater Control	0 to 3
61454	Aftertreatment 1 Intake Gas 1	3224	Aftertreatment 1 Intake NOx Sensor Preliminary FMI	0 to 31
61454	Aftertreatment 1 Intake Gas 1	3225	Aftertreatment 1 Intake Oxygen Sensor Preliminary FMI	0 to 31
61455	Aftertreatment 1 Outlet Gas 1	3226	Aftertreatment 1 Outlet NOx	-200 to 3012.75 ppm
61455	Aftertreatment 1 Outlet Gas 1	3227	Aftertreatment 1 Outlet %O2	-12% to 21%
61455	Aftertreatment 1 Outlet Gas 1	3228	Aftertreatment 1 Outlet Gas Sensor Power In Range	0 to 3
61455	Aftertreatment 1 Outlet Gas 1	3229	Aftertreatment 1 Outlet Gas Sensor at Temperature	0 to 3
61455	Aftertreatment 1 Outlet Gas 1	3230	Aftertreatment 1 Outlet NOx Reading Stable	0 to 3
61455	Aftertreatment 1 Outlet Gas 1	3231	Aftertreatment 1 Outlet Wide-Range %O2 Reading Stable	0 to 3
61455	Aftertreatment 1 Outlet Gas 1	3232	Aftertreatment 1 Outlet Gas Sensor Heater Preliminary FMI	0 to 31
61455	Aftertreatment 1 Outlet Gas 1	3233	Aftertreatment 1 Outlet Gas Sensor Heater Control	0 to 3
61455	Aftertreatment 1 Outlet Gas 1	3234	Aftertreatment 1 Outlet NOx Sensor Preliminary FMI	0 to 31
61455	Aftertreatment 1 Outlet Gas 1	3235	Aftertreatment 1 Outlet Oxygen Sensor Preliminary FMI	0 to 31
61456	Aftertreatment 2 Intake Gas 1	3255	Aftertreatment 2 Intake NOx	-200 to 3012.75 ppm
61456	Aftertreatment 2 Intake Gas 1	3256	Aftertreatment 2 Intake %O2	-12% to 21%
61456	Aftertreatment 2 Intake Gas 1	3257	Aftertreatment 2 Intake Gas Sensor Power In Range	0 to 3
61456	Aftertreatment 2 Intake Gas 1	3258	Aftertreatment 2 Intake Gas Sensor at Temperature	0 to 3
61456	Aftertreatment 2 Intake Gas 1	3259	Aftertreatment 2 Intake NOx Reading Stable	0 to 3
61456	Aftertreatment 2 Intake Gas 1	3260	Aftertreatment 2 Intake Wide-Range % O2 Reading Stable	0 to 3
61456	Aftertreatment 2 Intake Gas 1	3261	Aftertreatment 2 Intake Gas Sensor Heater Preliminary FMI	0 to 31
61456	Aftertreatment 2 Intake Gas 1	3262	Aftertreatment 2 Intake Gas Sensor Heater Control	0 to 3
61456	Aftertreatment 2 Intake Gas 1	3263	Aftertreatment 2 Intake NOx Sensor Preliminary FMI	0 to 31
61456	Aftertreatment 2 Intake Gas 1	3264	Aftertreatment 2 Intake Oxygen Sensor Preliminary FMI	0 to 31
61457	Aftertreatment 2 Outlet Gas 1	3265	Aftertreatment 2 Outlet NOx	-200 to 3012.75 ppm
61457	Aftertreatment 2 Outlet Gas 1	3266	Aftertreatment 2 Outlet %O2	-12% to 21%
61457	Aftertreatment 2 Outlet Gas 1	3267	Aftertreatment 2 Outlet Gas Sensor Power In Range	0 to 3
61457	Aftertreatment 2 Outlet Gas 1	3268	Aftertreatment 2 Outlet Gas Sensor at Temperature	0 to 3
61457	Aftertreatment 2 Outlet Gas 1	3269	Aftertreatment 2 Outlet NOx Reading Stable	0 to 3
61457	Aftertreatment 2 Outlet Gas 1	3270	Aftertreatment 2 Outlet Wide-Range % O2 Reading Stable	0 to 3
61457	Aftertreatment 2 Outlet Gas 1	3271	Aftertreatment 2 Outlet Gas Sensor Heater Preliminary FMI	0 to 31
61457	Aftertreatment 2 Outlet Gas 1	3272	Aftertreatment 2 Outlet Gas Sensor Heater Control	0 to 3
61457	Aftertreatment 2 Outlet Gas 1	3273	Aftertreatment 2 Outlet NOx Sensor Preliminary FMI	0 to 31
61457	Aftertreatment 2 Outlet Gas 1	3274	Aftertreatment 2 Outlet Oxygen Sensor Preliminary FMI	0 to 31
61458	Fifth Wheel Smart Systems 1	3308	Fifth Wheel Vertical Force	"0 to 321,275 N"
61458	Fifth Wheel Smart Systems 1	3309	Fifth Wheel Drawbar Force	"-320,000 to 322,550 N"
61458	Fifth Wheel Smart Systems 1	3310	Fifth Wheel Roll Moment 	"-320,000 to 322,550 N"
61458	Fifth Wheel Smart Systems 1	3317	Fifth Wheel Roll Warning Indicator	0 to 3
61459	Slope Sensor Information	3318	Pitch Angle	-64 to 64.51 deg
61459	Slope Sensor Information	3319	Roll Angle	-64 to 64.51 deg
61459	Slope Sensor Information	3322	Pitch Rate	-64 to 64.51 deg/sec
61459	Slope Sensor Information	3323	Pitch Angle Figure of Merit	0 to 3
61459	Slope Sensor Information	3324	Roll Angle Figure of Merit	0 to 3
61459	Slope Sensor Information	3325	Pitch Rate Figure of Merit	0 to 3
61459	Slope Sensor Information	3326	Pitch and Roll Compensated	0 to 3
61459	Slope Sensor Information	3327	Roll and Pitch Measurement Latency	0 to 125 ms
61460	Blade Information	3365	Relative Blade Height	"-3,200 to 3,225.5 mm"
61460	Blade Information	3331	Blade Rotation Angle	-200 to 301.99 deg
61460	Blade Information	3366	Relative Blade Height and Blade Rotation Angle Measurement Latency	0 to 125 ms
61460	Blade Information	3367	Relative Blade Height Figure of Merit	0 to 3
61460	Blade Information	3332	Blade Rotation Angle Figure of Merit	0 to 3
61462	Cylinder Combustion Status	3387	Engine Cylinder 1 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3388	Engine Cylinder 2 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3389	Engine Cylinder 3 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3390	Engine Cylinder 4 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3391	Engine Cylinder 5 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3392	Engine Cylinder 6 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3393	Engine Cylinder 7 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3394	Engine Cylinder 8 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3395	Engine Cylinder 9 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3396	Engine Cylinder 10 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3397	Engine Cylinder 11 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3398	Engine Cylinder 12 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3399	Engine Cylinder 13 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3400	Engine Cylinder 14 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3401	Engine Cylinder 15 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3402	Engine Cylinder 16 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3403	Engine Cylinder 17 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3404	Engine Cylinder 18 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3405	Engine Cylinder 19 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3406	Engine Cylinder 20 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3407	Engine Cylinder 21 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3408	Engine Cylinder 22 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3409	Engine Cylinder 23 Combustion Status	0 to 3
61462	Cylinder Combustion Status	3410	Engine Cylinder 24 Combustion Status	0 to 3
61463	Engine Knock Level #1	1352	Engine Cylinder 1 Knock Level	0 to 250 %
61463	Engine Knock Level #1	1353	Engine Cylinder 2 Knock Level	0 to 250 %
61463	Engine Knock Level #1	1354	Engine Cylinder 3 Knock Level	0 to 250 %
61463	Engine Knock Level #1	1355	Engine Cylinder 4 Knock Level	0 to 250 %
61463	Engine Knock Level #1	1356	Engine Cylinder 5 Knock Level	0 to 250 %
61463	Engine Knock Level #1	1357	Engine Cylinder 6 Knock Level	0 to 250 %
61463	Engine Knock Level #1	1358	Engine Cylinder 7 Knock Level	0 to 250 %
61463	Engine Knock Level #1	1359	Engine Cylinder 8 Knock Level	0 to 250 %
61464	Engine Knock Level #2	1360	Engine Cylinder 9 Knock Level	0 to 250 %
61464	Engine Knock Level #2	1361	Engine Cylinder 10 Knock Level	0 to 250 %
61464	Engine Knock Level #2	1362	Engine Cylinder 11 Knock Level	0 to 250 %
61464	Engine Knock Level #2	1363	Engine Cylinder 12 Knock Level	0 to 250 %
61464	Engine Knock Level #2	1364	Engine Cylinder 13 Knock Level	0 to 250 %
61464	Engine Knock Level #2	1365	Engine Cylinder 14 Knock Level	0 to 250 %
61464	Engine Knock Level #2	1366	Engine Cylinder 15 Knock Level	0 to 250 %
61464	Engine Knock Level #2	1367	Engine Cylinder 16 Knock Level	0 to 250 %
61465	Engine Knock Level #3	1368	Engine Cylinder 17 Knock Level	0 to 250 %
61465	Engine Knock Level #3	1369	Engine Cylinder 18 Knock Level	0 to 250 %
61465	Engine Knock Level #3	1370	Engine Cylinder 19 Knock Level	0 to 250 %
61465	Engine Knock Level #3	1371	Engine Cylinder 20 Knock Level	0 to 250 %
61465	Engine Knock Level #3	1372	Engine Cylinder 21 Knock Level	0 to 250 %
61465	Engine Knock Level #3	1373	Engine Cylinder 22 Knock Level	0 to 250 %
61465	Engine Knock Level #3	1374	Engine Cylinder 23 Knock Level	0 to 250 %
61465	Engine Knock Level #3	1375	Engine Cylinder 24 Knock Level	0 to 250 %
61466	Engine Throttle / Fuel Actuator Control Command	3464	Engine Throttle Actuator 1 Control Command	0 to 160.6375 %
61466	Engine Throttle / Fuel Actuator Control Command	3465	Engine Throttle Actuator 2 Control Command	0 to 160.6375 %
61466	Engine Throttle / Fuel Actuator Control Command	633	Engine Fuel Actuator 1 Control Command	0 to 160.6375 %
61466	Engine Throttle / Fuel Actuator Control Command	1244	Engine Fuel Actuator 2 Control Command	0 to 160.6375 %
61469	Steering Angle Sensor Information	3683	Steering Wheel Angle	-31.374 to +31.374 rad
61469	Steering Angle Sensor Information	3684	Steering Wheel Angle Range Counter	-32 to 29 ranges
61469	Steering Angle Sensor Information	3685	Steering Wheel Angle Range Counter Type	0 to 3
61469	Steering Angle Sensor Information	3686	Steering Wheel Angle Range	-31.374 to +31.374 rad
61469	Steering Angle Sensor Information	3687	Steering Angle Sensor Active Mode	0 to 3
61469	Steering Angle Sensor Information	3688	Steering Angle Sensor Calibrated	0 to 3
61469	Steering Angle Sensor Information	3689	Message Counter	0 to 15
61469	Steering Angle Sensor Information	3690	Message Checksum	0 to 15
61473	Engine Speed Sensor Information	4201	Engine Speed 1	"0 to 32,127.5 rpm"
61473	Engine Speed Sensor Information	723	Engine Speed 2	"0 to 32,127.5 rpm"
61473	Engine Speed Sensor Information	4202	Engine Speed 3	"0 to 32,127.5 rpm"
61473	Engine Speed Sensor Information	4205	Engine Speed Sensor 3 Timing Pattern Status	0 to 3
61473	Engine Speed Sensor Information	4204	Engine Speed Sensor 2 Timing Pattern Status	0 to 3
61473	Engine Speed Sensor Information	4203	Engine Speed Sensor 1 Timing Pattern Status	0 to 3
61475	Aftertreatment 1 SCR Dosing System Information 1	4331	Aftertreatment 1 SCR Actual Dosing Reagent Quantity (instantaneous) 	0 to 19276.5 g/h
61475	Aftertreatment 1 SCR Dosing System Information 1	4332	Aftertreatment 1 SCR System State	0 to 15
61475	Aftertreatment 1 SCR Dosing System Information 1	4333	Aftertreatment 1 SCR Actual Reagent Quantity of Integrator (integrator total value)	0 to 6425.5 g
61475	Aftertreatment 1 SCR Dosing System Information 1	4334	Aftertreatment 1 SCR Dosing Reagent Absolute Pressure	"0 to 2,000 kPa"
61476	Aftertreatment 1 SCR Dosing System Requests 1	4348	Aftertreatment 1 SCR Requested Dosing Reagent Quantity	0 to 19276.5 g/h
61476	Aftertreatment 1 SCR Dosing System Requests 1	4349	Aftertreatment 1 SCR System Requested State	0 to 15
61476	Aftertreatment 1 SCR Dosing System Requests 1	4350	Aftertreatment 1 SCR Requested Reagent Quantity for Integrator (integrator total value)	0 to 6425.5 g
61477	Aftertreatment 1 SCR Ammonia Information	4377	Aftertreatment 1 Outlet NH3	0 to 19276.5 g/h
61477	Aftertreatment 1 SCR Ammonia Information	4378	Aftertreatment 1 Outlet NH3 Sensor Preliminary FMI	0 to 31
61477	Aftertreatment 1 SCR Ammonia Information	4379	Aftertreatment 1 Outlet NH3 Reading Stable	0 to 3
61477	Aftertreatment 1 SCR Ammonia Information	4380	Aftertreatment 1 Outlet NH3 Gas Sensor Power In Range	0 to 3
61477	Aftertreatment 1 SCR Ammonia Information	4381	Aftertreatment 1 Outlet NH3 Gas Sensor at Temperature	0 to 3
61477	Aftertreatment 1 SCR Ammonia Information	4382	Aftertreatment 1 Outlet NH3 Gas Sensor Heater Preliminary FMI	0 to 31
61477	Aftertreatment 1 SCR Ammonia Information	4383	Aftertreatment 1 Outlet NH3 Gas Sensor Heater Control	0 to 3
61478	Aftertreatment 2 SCR Dosing System Information 1	4384	Aftertreatment 2 SCR Actual Dosing Reagent Quantity (instantaneous) 	0 to 19276.5 g/h
61478	Aftertreatment 2 SCR Dosing System Information 1	4385	Aftertreatment 2 SCR System State	0 to 15
61478	Aftertreatment 2 SCR Dosing System Information 1	4386	Aftertreatment 2 SCR Actual Reagent Quantity of Integrator (integrator feedback)	0 to 6425.5 g
61478	Aftertreatment 2 SCR Dosing System Information 1	4387	Aftertreatment 2 SCR Dosing Reagent Absolute Pressure	"0 to 2,000 kPa"
61479	Aftertreatment 2 SCR Dosing System Requests 1	4401	Aftertreatment 2 SCR Requested Dosing Reagent Quantity	0 to 19276.5 g/h
61479	Aftertreatment 2 SCR Dosing System Requests 1	4402	Aftertreatment 2 SCR System Requested State	0 to 15
61479	Aftertreatment 2 SCR Dosing System Requests 1	4403	Aftertreatment 2 SCR Requested Reagent Quantity for Integrator (integrator total value)	0 to 6425.5 g
61480	Aftertreatment 2 SCR Ammonia Information	4443	Aftertreatment 2 Outlet NH3	0 to 19276.5 g/h
61480	Aftertreatment 2 SCR Ammonia Information	4444	Aftertreatment 2 Outlet NH3 Sensor Preliminary FMI	0 to 31
61480	Aftertreatment 2 SCR Ammonia Information	4445	Aftertreatment 2 Outlet NH3 Reading Stable	0 to 3
61480	Aftertreatment 2 SCR Ammonia Information	4446	Aftertreatment 2 Outlet NH3 Gas Sensor Power In Range	0 to 3
61480	Aftertreatment 2 SCR Ammonia Information	4447	Aftertreatment 2 Outlet NH3 Gas Sensor at Temperature	0 to 3
61480	Aftertreatment 2 SCR Ammonia Information	4448	Aftertreatment 2 Outlet NH3 Gas Sensor Heater Preliminary FMI	0 to 31
61480	Aftertreatment 2 SCR Ammonia Information	4449	Aftertreatment 2 Outlet NH3 Gas Sensor Heater Control	0 to 3
64803	Extended Joystick Message 10	4735	Joystick 10 Grip X-Axis Neutral Position Status	0 to 3
64803	Extended Joystick Message 10	4736	Joystick 10 Grip X-Axis Lever Left Negative Position Status	0 to 3
64803	Extended Joystick Message 10	4737	Joystick 10 Grip X-Axis Lever Right Positive Position Status	0 to 3
64803	Extended Joystick Message 10	4738	Joystick 10 Grip X-Axis Position	0 to 102 %
64803	Extended Joystick Message 10	4739	Joystick 10 Grip Y-Axis Neutral Position Status	0 to 3
64803	Extended Joystick Message 10	4740	Joystick 10 Grip Y-Axis Lever Back Negative Position Status	0 to 3
64803	Extended Joystick Message 10	4741	Joystick 10 Grip Y-Axis Lever Forward Positive Position Status	0 to 3
64803	Extended Joystick Message 10	4742	Joystick 10 Grip Y-Axis Position	0 to 102 %
64803	Extended Joystick Message 10	4743	Joystick 10 Theta-Axis Neutral Position Status	0 to 3
64803	Extended Joystick Message 10	4744	Joystick 10 Theta-Axis Counter Clockwise Negative Position Status	0 to 3
64803	Extended Joystick Message 10	4745	Joystick 10 Theta-Axis Clockwise Positive Position Status	0 to 3
64803	Extended Joystick Message 10	4746	Joystick 10 Theta-Axis Position	0 to 102 %
64803	Extended Joystick Message 10	4747	Joystick 10 Theta-Axis Detent Position Status	0 to 3
64803	Extended Joystick Message 10	4748	Joystick 10 Grip Y-Axis Detent Position Status	0 to 3
64803	Extended Joystick Message 10	4749	Joystick 10 Grip X-Axis Detent Position Status	0 to 3
64804	Basic Joystick Message 10	4713	Joystick 10 X-Axis Neutral Position Status	0 to 3
64804	Basic Joystick Message 10	4714	Joystick 10 X-Axis Lever Left Negative Position Status	0 to 3
64804	Basic Joystick Message 10	4715	Joystick 10 X-Axis Lever Right Positive Position Status	0 to 3
64804	Basic Joystick Message 10	4716	Joystick 10 X-Axis Position	0 to 102 %
64804	Basic Joystick Message 10	4717	Joystick 10 Y-Axis Neutral Position Status	0 to 3
64804	Basic Joystick Message 10	4718	Joystick 10 Y-Axis Lever Back Negative Position Status	0 to 3
64804	Basic Joystick Message 10	4719	Joystick 10 Y-Axis Lever Forward Positive Position Status	0 to 3
64804	Basic Joystick Message 10	4720	Joystick 10 Y-Axis Position	0 to 102 %
64804	Basic Joystick Message 10	4721	Joystick 10 Y-Axis Detent Position Status	0 to 3
64804	Basic Joystick Message 10	4722	Joystick 10 X-Axis Detent Position Status	0 to 3
64804	Basic Joystick Message 10	4723	Joystick 10 Button 4 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4724	Joystick 10 Button 3 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4725	Joystick 10 Button 2 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4726	Joystick 10 Button 1 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4727	Joystick 10 Button 8 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4728	Joystick 10 Button 7 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4729	Joystick 10 Button 6 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4730	Joystick 10 Button 5 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4731	Joystick 10 Button 12 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4732	Joystick 10 Button 11 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4733	Joystick 10 Button 10 Pressed Status	0 to 3
64804	Basic Joystick Message 10	4734	Joystick 10 Button 9 Pressed Status	0 to 3
64805	Extended Joystick Message 9	4698	Joystick 9 Grip X-Axis Neutral Position Status	0 to 3
64805	Extended Joystick Message 9	4699	Joystick 9 Grip X-Axis Lever Left Negative Position Status	0 to 3
64805	Extended Joystick Message 9	4700	Joystick 9 Grip X-Axis Lever Right Positive Position Status	0 to 3
64805	Extended Joystick Message 9	4701	Joystick 9 Grip X-Axis Position	0 to 102 %
64805	Extended Joystick Message 9	4702	Joystick 9 Grip Y-Axis Neutral Position Status	0 to 3
64805	Extended Joystick Message 9	4703	Joystick 9 Grip Y-Axis Lever Back Negative Position Status	0 to 3
64805	Extended Joystick Message 9	4704	Joystick 9 Grip Y-Axis Lever Forward Positive Position Status	0 to 3
64805	Extended Joystick Message 9	4705	Joystick 9 Grip Y-Axis Position	0 to 102 %
64805	Extended Joystick Message 9	4706	Joystick 9 Theta-Axis Neutral Position Status	0 to 3
64805	Extended Joystick Message 9	4707	Joystick 9 Theta-Axis Counter Clockwise Negative Position Status	0 to 3
64805	Extended Joystick Message 9	4708	Joystick 9 Theta-Axis Clockwise Positive Position Status	0 to 3
64805	Extended Joystick Message 9	4709	Joystick 9 Theta-Axis Position	0 to 102 %
64805	Extended Joystick Message 9	4710	Joystick 9 Theta-Axis Detent Position Status	0 to 3
64805	Extended Joystick Message 9	4711	Joystick 9 Grip Y-Axis Detent Position Status	0 to 3
